Ticker,Empresa,Razão Social,Situação Registro,Situação Emissor,Segmento de Listagem,Atividade,Ação,Data da Cotação,Tipo de Ação,Último Preço de Fechamento,Fator de Cotação,Volume Financeiro Transacionado,Último Demonstrativo Financeiro,Setor,Subsetor,Segmento,Participação em Índices,Preço/Lucro,Preço/VPA,Preço/Receita Líquida,Preço/FCO,Preço/FCF,Preço/Ativo Total,Preço/EBIT,Preço/Capital Giro,Preço/NCAV,EV/EBIT,EV/EBITDA,EV/Receita Líquida,EV/FCO,EV/FCF,EV/Ativo Total,Market Cap Empresa,Enterprise Value,Data Demonstração Financeira Atual,Preço Atual da Ação,Data do Preço da Ação,Dividend Yield,Receita Líquida,Resultado Bruto,EBIT,Depreciação e Amortização,EBITDA,Lucro Líquido,Lucro/Ação,Menor Preço 52 semanas,Maior Preço 52 semanas,Variação 2024,Variação 1 ano,Variação 2 anos(total),Variação 2 anos(anual),Variação 3 anos(total),Variação 3 anos(anual),Variação 4 anos(total),Variação 4 anos(anual),Variação 5 anos(total),Variação 5 anos(anual),Volume Diário Médio (3 meses),Retorno s/ Capital Tangível Inicial,Retorno s/ Capital Investido Inicial,Retorno s/ Capital Tangível Inicial Pré-Impostos,Retorno s/ Capital Investido Inicial Pré-Impostos,Retorno s/ Patrimônio Líquido Inicial,Retorno s/ Ativo Inicial,Margem Bruta,Margem Líquida,Margem EBIT,Margem EBITDA,Giro do Ativo Inicial,Alavancagem Financeira,Passivo/Patrimônio Líquido,Dívida Líquida/EBITDA,Caixa e Equivalentes de Caixa,Ativo Total,Dívida de Curto Prazo,Dívida de Longo Prazo,Dívida Bruta,Dívida Líquida,Patrimônio Líquido,Valor Patrimonial da Ação,Ações Ordinárias,Ações Preferenciais,Total,Ações Ordinárias em Tesouraria,Ações Preferenciais em Tesouraria,Total em Tesouraria,Ações Ordinárias (Exceto Tesouraria),Ações Preferenciais (Exceto Tesouraria),Total (Exceto Tesouraria),Fluxo de Caixa Operacional,Fluxo de Caixa de Investimentos,Fluxo de Caixa de Financiamentos,Aumento (Redução) de Caixa e Equivalentes,CAPEX 3 meses,Fluxo de Caixa Livre 3 meses,CAPEX 12 meses,Fluxo de Caixa Livre 12 meses,Receita de Intermediação Financeira,Resultado Bruto de Intermediação Financeira,Receita de Prestação de Serviços,Não existem dados para este código de negociação,Dados existentes para códigos de negociação abaixo:,Sem dados para mostrar,Ordinária,Preferencial,Unit
CASH3,MELIUZ,MÉLIUZ S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Portal virtual para veiculação e divulgação de marcas. produtos e outros materiais. locação de espaço publicitário. intermediação de negócios. licenciamento de softwares e participação em sociedades.,CASH3,14/10/2024,ON,"R$ 3,69",1 Ação,"R$ 5,11 M",ITR - 30/06/2024,Tecnologia da Informação,Programas e Serviços,Programas e Serviços,"GPTW, IBRA, IGC, IGCT, IGNM, ITAG, SMLL","-9,56","0,61","0,94","5,17","5,16","0,48","-3,02","0,74","1,11","-2,42","-2,81","0,76","4,14","4,13","0,38","R$ 321,65 M","R$ 257,60 M",30/06/2024,"R$ 3,69",14/10/2024,"133,93%","R$ 87,64 M","- R$ 69,46 M","- R$ 69,46 M","- R$ 1,82 M","- R$ 67,64 M","- R$ 59,26 M","- R$ 0,68","R$ 2,67","R$ 4,42","13,65%","35,11%","-22,76%","-12,10%","-83,08%","-44,67%",-,-,-,-,"R$ 7,39 M","-11,74%","-9,87%","-17,78%","-14,95%","-4,37%","-2,87%","-31,24%","-9,87%","-31,24%","-26,91%","0,29","1,27","0,27","0,70","R$ 64,89 M","R$ 673,30 M","R$ 440,00 mil","R$ 389,00 mil","R$ 829,00 mil","- R$ 64,06 M","R$ 529,35 M","R$ 6,09",86.957.953,0,86.957.953,0,0,0,86.957.953,0,86.957.953,"- R$ 12,17 M","R$ 208,61 M","- R$ 207,29 M","- R$ 10,02 M","R$ 2,00 mil","- R$ 12,17 M","R$ 121,00 mil","R$ 62,33 M",,,,,,,,,
CASN3,CASAN,CIA CATARINENSE DE AGUAS E SANEAM.-CASAN,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Atuar como instituição integrante do sistema de saneamento básico e de saúde do Estado de Santa Catarina através dos serviços de captação. tratamento e distribuição de água e tratamento de esgoto.,CASN3,28/04/2023,ON,"R$ 10,45",1 Ação,"R$ 1,05 mil",ITR - 30/06/2024,Utilidade Pública,Água e Saneamento,Água e Saneamento,-,"103,19","5,68","6,78","41,33","-53,95","2,40","31,00","168,02","-4,25","35,66","23,78","7,81","47,55","-62,07","2,76","R$ 11,76 B","R$ 13,83 B",30/06/2024,"R$ 10,45",28/04/2023,"0,21%","R$ 466,29 M","R$ 228,09 M","R$ 138,49 M","- R$ 38,71 M","R$ 177,20 M","R$ 58,52 M","R$ 0,06","R$ 0,00","R$ 0,00",-,"0,00%","-18,42%","-25,81%","-30,22%","-18,79%","-30,92%","-13,12%","-41,53%","-12,58%","R$ 0,00","15,25%","6,93%","23,10%","10,50%","5,99%","2,62%","46,33%","6,57%","21,89%","32,83%","0,40","2,37","1,37","3,56","R$ 29,18 M","R$ 5,01 B","R$ 327,13 M","R$ 1,77 B","R$ 2,10 B","R$ 2,07 B","R$ 2,12 B","R$ 2,03",517.368.721,522.286.437,1.039.655.158,0,0,0,517.368.721,522.286.437,1.039.655.158,"R$ 72,25 M","- R$ 156,74 M","- R$ 16,74 M","- R$ 101,23 M","- R$ 156,74 M","- R$ 84,49 M","- R$ 513,86 M","- R$ 222,89 M",,,,,,,,,
CASN4,CASAN,CIA CATARINENSE DE AGUAS E SANEAM.-CASAN,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Atuar como instituição integrante do sistema de saneamento básico e de saúde do Estado de Santa Catarina através dos serviços de captação. tratamento e distribuição de água e tratamento de esgoto.,CASN4,24/03/2020,PN,"R$ 10,00",1 Ação,"R$ 1.000,00",ITR - 30/06/2024,Utilidade Pública,Água e Saneamento,Água e Saneamento,-,"98,75","5,44","6,49","39,55","-51,62","2,30","29,66","160,79","-4,07","35,66","23,78","7,81","47,55","-62,07","2,76","R$ 11,76 B","R$ 13,83 B",30/06/2024,"R$ 10,00",24/03/2020,"0,00%","R$ 466,29 M","R$ 228,09 M","R$ 138,49 M","- R$ 38,71 M","R$ 177,20 M","R$ 58,52 M","R$ 0,06","R$ 0,00","R$ 0,00",-,-,-,-,-,-,-,-,-,-,"R$ 0,00","15,25%","6,93%","23,10%","10,50%","5,99%","2,62%","46,33%","6,57%","21,89%","32,83%","0,40","2,37","1,37","3,56","R$ 29,18 M","R$ 5,01 B","R$ 327,13 M","R$ 1,77 B","R$ 2,10 B","R$ 2,07 B","R$ 2,12 B","R$ 2,03",517.368.721,522.286.437,1.039.655.158,0,0,0,517.368.721,522.286.437,1.039.655.158,"R$ 72,25 M","- R$ 156,74 M","- R$ 16,74 M","- R$ 101,23 M","- R$ 156,74 M","- R$ 84,49 M","- R$ 513,86 M","- R$ 222,89 M",,,,,,,,,
CATA3,IND CATAGUAS,CIA INDUSTRIAL CATAGUASES,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,indústria têxtil e a comercialização de fios e tecidos em geral e produtos intermediários têxteis.,CATA3,NA,ON,NA,NA,NA,ITR - 30/06/2024,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,-,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,57","1,95","0,22","3,47","40,57","0,17","R$ 0,00","R$ 64,58 M",30/06/2024,"R$ 0,00",//0,"0,00%","R$ 89,29 M","R$ 30,15 M","R$ 13,29 M","- R$ 2,07 M","R$ 15,36 M","R$ 7,76 M","R$ 53,50",,,,,,,,,,,,,,"6,98%","7,39%","10,57%","11,20%","11,13%","4,78%","28,27%","6,58%","8,43%","11,10%","0,73","1,95","0,95","1,95","R$ 53,88 M","R$ 371,06 M","R$ 68,81 M","R$ 49,65 M","R$ 118,46 M","R$ 64,58 M","R$ 189,83 M","R$ 1,31 mil",144.000,1.000,145.000,0,0,0,144.000,1.000,145.000,"R$ 10,96 M","- R$ 9,36 M","- R$ 5,40 M","- R$ 3,80 M","- R$ 6,35 M","R$ 4,61 M","- R$ 17,00 M","R$ 1,59 M",,,,,,,,,
CATA4,IND CATAGUAS,CIA INDUSTRIAL CATAGUASES,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,indústria têxtil e a comercialização de fios e tecidos em geral e produtos intermediários têxteis.,CATA4,NA,PN,NA,NA,NA,ITR - 30/06/2024,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,-,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,57","1,95","0,22","3,47","40,57","0,17","R$ 0,00","R$ 64,58 M",30/06/2024,"R$ 0,00",//0,"0,00%","R$ 89,29 M","R$ 30,15 M","R$ 13,29 M","- R$ 2,07 M","R$ 15,36 M","R$ 7,76 M","R$ 53,50",,,,,,,,,,,,,,"6,98%","7,39%","10,57%","11,20%","11,13%","4,78%","28,27%","6,58%","8,43%","11,10%","0,73","1,95","0,95","1,95","R$ 53,88 M","R$ 371,06 M","R$ 68,81 M","R$ 49,65 M","R$ 118,46 M","R$ 64,58 M","R$ 189,83 M","R$ 1,31 mil",144.000,1.000,145.000,0,0,0,144.000,1.000,145.000,"R$ 10,96 M","- R$ 9,36 M","- R$ 5,40 M","- R$ 3,80 M","- R$ 6,35 M","R$ 4,61 M","- R$ 17,00 M","R$ 1,59 M",,,,,,,,,
CBAV3,CBA,COMPANHIA BRASILEIRA DE ALUMÍNIO,ATIVO,FASE OPERACIONAL,Novo Mercado,Extração de minério de alumínio. serviços de usinagem. caldeira e montagem de maquinário.,CBAV3,14/10/2024,ON,"R$ 5,67",1 Ação,"R$ 25,56 M",ITR - 30/06/2024,Materiais Básicos,Mineração,Minerais Metálicos,"IBRA, IGC, IGCT, IGNM, IMAT, ISE, ITAG, SMLL","-3,44","0,94","0,49","6,88","-12,18","0,27","-8,14","1,26","-0,54","-16,51","59,53","0,99","13,95","-24,68","0,54","R$ 3,69 B","R$ 7,48 B",30/06/2024,"R$ 5,67",14/10/2024,"0,00%","R$ 2,06 B","R$ 257,49 M","R$ 222,91 M","- R$ 144,18 M","R$ 367,09 M","- R$ 101,99 M","- R$ 0,16","R$ 3,64","R$ 7,54","12,72%","29,16%","-44,36%","-25,38%","-59,80%","-26,17%",-,-,-,-,"R$ 20,82 M","-3,21%","-3,68%","-4,86%","-5,57%","-20,71%","-7,88%","4,31%","-14,25%","-6,02%","1,67%","0,55","3,49","2,49","30,16","R$ 1,58 B","R$ 13,78 B","R$ 296,13 M","R$ 5,08 B","R$ 5,37 B","R$ 3,79 B","R$ 3,95 B","R$ 6,06",651.073.000,0,651.073.000,0,0,0,651.073.000,0,651.073.000,"R$ 79,53 M","- R$ 120,86 M","R$ 548,73 M","R$ 507,40 M","- R$ 168,99 M","- R$ 89,46 M","- R$ 839,77 M","- R$ 303,18 M",,,,,,,,,
CBEE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBEE3,AMPLA ENERG,AMPLA ENERGIA E SERVICOS S.A.,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Distribuição de energia elétrica,CBEE3,30/09/2024,ON,"R$ 14,22",1 Ação,"R$ 4,38 mil",ITR - 30/06/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,"-17,18","0,67","0,46","23,87","-3,92","0,20","5,78","-0,64","-0,20","15,77","7,12","1,25","65,15","-10,69","0,54","R$ 3,61 B","R$ 9,86 B",30/06/2024,"R$ 14,22",30/09/2024,"0,00%","R$ 2,02 B","R$ 378,90 M","R$ 143,29 M","- R$ 200,36 M","R$ 343,64 M","- R$ 63,98 M","- R$ 0,25","R$ 9,00","R$ 19,99","-3,92%","-5,20%","-16,11%","-8,54%","-39,21%","-15,35%","-13,27%","-3,52%","-23,16%","-5,16%","R$ 1,17 mil","3,39%","4,02%","5,13%","6,09%","-3,83%","-1,17%","18,47%","-2,66%","7,92%","17,53%","0,44","3,39","2,39","4,51","R$ 241,68 M","R$ 18,13 B","R$ 6,49 B","R$ 0,00","R$ 6,49 B","R$ 6,25 B","R$ 5,35 B","R$ 21,07",254.035.000,0,254.035.000,0,0,0,254.035.000,0,254.035.000,"R$ 301,42 M","- R$ 279,99 M","- R$ 96,38 M","- R$ 74,95 M","- R$ 277,81 M","R$ 23,61 M","- R$ 1,07 B","- R$ 922,04 M",,,,,,,,,
CCRO3,CCR SA,CCR S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Prestadora de serviços públicos por meio de concessões rodoviária. metroviária e aeroportuária. além de prestação de serviços de meio de pagamentos e outros.,CCRO3,14/10/2024,ON,"R$ 12,32",1 Ação,"R$ 94,06 M",ITR - 30/06/2024,Bens Industriais,Transporte,Exploração de Rodovias,"GPTW, IBOVESPA, IBRA, IBRX, ICO2, IGC, IGCT, IGNM, ISE, ITAG, IVBX, MLCX","17,60","1,89","1,21","3,62","3,78","0,45","4,25","7,05","-0,64","8,83","6,91","2,50","7,52","7,84","0,93","R$ 24,89 B","R$ 51,65 B",30/06/2024,"R$ 12,32",14/10/2024,"3,43%","R$ 5,29 B","R$ 1,73 B","R$ 1,31 B","- R$ 414,51 M","R$ 1,72 B","R$ 267,93 M","R$ 0,13","R$ 11,39","R$ 14,23","-10,06%","3,98%","10,17%","4,96%","5,52%","1,81%","0,72%","0,18%","-18,41%","-3,98%","R$ 81,27 M","28,82%","10,78%","43,67%","16,34%","11,57%","2,59%","37,20%","6,86%","28,37%","36,25%","0,38","4,21","3,21","3,58","R$ 4,46 B","R$ 55,41 B","R$ 3,20 B","R$ 28,03 B","R$ 31,23 B","R$ 26,77 B","R$ 13,16 B","R$ 6,51",2.020.000.000,0,2.020.000.000,2.016.950,0,2.016.950,2.017.983.050,0,2.017.983.050,"R$ 1,83 B","- R$ 973,65 M","- R$ 2,27 B","- R$ 1,43 B","- R$ 65,45 M","R$ 1,77 B","- R$ 280,49 M","R$ 6,59 B",,,,,,,,,
CEAB3,CEA MODAS,CEA MODAS S.A.,ATIVO,FASE OPERACIONAL,Novo Mercado,Atuação no varejo nos setores de vestuário. acessórios. calçados. higiene. eletrônicos. dentre outros.,CEAB3,14/10/2024,ON,"R$ 11,65",1 Ação,"R$ 67,37 M",ITR - 30/06/2024,Consumo Cíclico,Comércio,Tecidos. Vestuário e Calçados,"GPTW, IBRA, ICON, IGC, IGCT, IGNM, ISE, ITAG, SMLL","12,86","1,14","0,50","3,53","4,54","0,42","5,42","3,41","-0,81","6,50","3,09","0,60","4,22","5,44","0,50","R$ 3,59 B","R$ 4,30 B",30/06/2024,"R$ 11,65",14/10/2024,"0,00%","R$ 1,83 B","R$ 1,03 B","R$ 220,51 M","- R$ 176,40 M","R$ 396,91 M","R$ 83,86 M","R$ 0,27","R$ 4,92","R$ 12,52","54,92%","133,00%","249,85%","86,88%","61,36%","17,27%","-4,51%","-1,15%",-,-,"R$ 24,74 M","9,34%","12,04%","14,15%","18,25%","9,70%","3,20%","53,57%","3,92%","9,30%","19,56%","0,82","2,74","1,74","0,51","R$ 610,13 M","R$ 8,61 B","R$ 560,55 M","R$ 759,87 M","R$ 1,32 B","R$ 710,29 M","R$ 3,14 B","R$ 10,19",308.245.068,0,308.245.068,3.324.126,0,3.324.126,304.920.942,0,304.920.942,"R$ 217,08 M","- R$ 45,52 M","- R$ 579,12 M","- R$ 407,55 M","R$ 22,86 M","R$ 239,94 M","- R$ 228,16 M","R$ 790,40 M",,,,,,,,,
CEBR3,CEB,CIA ENERGETICA DE BRASILIA,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,HOLDING - GERAÇÃO DE ENERGIA ELÉTRICA E ILUMINAÇÃO PÚBLICA,CEBR3,14/10/2024,ON,"R$ 18,98",1 Ação,"R$ 16,91 mil",ITR - 30/06/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,"8,22","1,33","3,88","4,56","4,60","0,97","6,34","2,12","5,13","3,16","3,05","1,93","2,27","2,29","0,49","R$ 1,31 B","R$ 682,17 M",30/06/2024,"R$ 18,98",14/10/2024,"10,00%","R$ 80,36 M","R$ 48,08 M","R$ 49,62 M","- R$ 2,02 M","R$ 51,64 M","R$ 31,04 M","R$ 0,43","R$ 14,31","R$ 27,30","9,55%","28,81%","80,76%","34,39%","9,65%","3,11%","157,12%","26,61%","478,62%","42,01%","R$ 56,12 mil","26,20%","37,60%","39,69%","56,97%","16,58%","11,81%","53,39%","47,16%","61,17%","63,42%","0,25","1,37","0,37","-2,83","R$ 632,79 M","R$ 1,41 B","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 632,79 M","R$ 1,03 B","R$ 14,25",35.920.890,36.161.025,72.081.915,0,0,0,35.920.890,36.161.025,72.081.915,"R$ 45,23 M","- R$ 662,00 mil","- R$ 105,65 M","- R$ 61,08 M","- R$ 1,76 M","R$ 55,52 M","- R$ 2,79 M","R$ 297,41 M",,,,,,,,,
CEBR5,CEB,CIA ENERGETICA DE BRASILIA,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,HOLDING - GERAÇÃO DE ENERGIA ELÉTRICA E ILUMINAÇÃO PÚBLICA,CEBR5,14/10/2024,PNA,"R$ 16,40",1 Ação,"R$ 16,32 mil",ITR - 30/06/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R$ 13,79","R$ 22,87","4,58%","11,09%","85,17%","36,02%","5,47%","1,79%","94,67%","18,09%","368,77%","36,04%","R$ 51,98 mil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEBR3,CEBR6,
CEBR6,CEB,CIA ENERGETICA DE BRASILIA,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,HOLDING - GERAÇÃO DE ENERGIA ELÉTRICA E ILUMINAÇÃO PÚBLICA,CEBR6,14/10/2024,PNB,"R$ 17,51",1 Ação,"R$ 99,08 mil",ITR - 30/06/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,"7,59","1,23","3,58","4,20","4,24","0,90","5,85","1,96","4,73","3,16","3,05","1,93","2,27","2,29","0,49","R$ 1,31 B","R$ 682,17 M",30/06/2024,"R$ 17,51",14/10/2024,"22,76%","R$ 80,36 M","R$ 48,08 M","R$ 49,62 M","- R$ 2,02 M","R$ 51,64 M","R$ 31,04 M","R$ 0,43","R$ 14,65","R$ 23,50","2,27%","12,71%","100,75%","41,62%","14,89%","4,73%","136,34%","23,97%","566,13%","46,06%","R$ 117,91 mil","26,20%","37,60%","39,69%","56,97%","16,58%","11,81%","53,39%","47,16%","61,17%","63,42%","0,25","1,37","0,37","-2,83","R$ 632,79 M","R$ 1,41 B","R$ 0,00","R$ 0,00","R$ 0,00","- R$ 632,79 M","R$ 1,03 B","R$ 14,25",35.920.890,36.161.025,72.081.915,0,0,0,35.920.890,36.161.025,72.081.915,"R$ 45,23 M","- R$ 662,00 mil","- R$ 105,65 M","- R$ 61,08 M","- R$ 1,76 M","R$ 55,52 M","- R$ 2,79 M","R$ 297,41 M",,,,,,,,,
CEDO3,CEDRO,CIA FIACAO TECIDOS CEDRO CACHOEIRA,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Indústria têxtil,CEDO3,14/10/2024,ON,"R$ 22,00",1 Ação,"R$ 28,60 mil",ITR - 30/06/2024,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,-,"2,85","0,95","0,22","3,29","26,22","0,25","1,25","2,38","-0,39","3,20","2,82","0,56","8,43","67,25","0,63","R$ 221,55 M","R$ 564,18 M",30/06/2024,"R$ 22,00",14/10/2024,"0,00%","R$ 271,91 M","R$ 80,51 M","R$ 41,35 M","- R$ 5,62 M","R$ 46,97 M","R$ 17,61 M","R$ 1,76","R$ 16,99","R$ 39,00","-21,43%","37,50%","266,67%","91,32%","203,45%","44,68%","143,09%","24,83%","129,17%","17,84%","R$ 6,69 mil","23,87%","30,13%","36,17%","45,66%","51,22%","9,20%","31,34%","7,60%","17,33%","19,70%","1,21","3,85","2,85","1,71","R$ 2,58 M","R$ 890,87 M","R$ 132,83 M","R$ 212,38 M","R$ 345,21 M","R$ 342,64 M","R$ 231,46 M","R$ 23,15",5.707.104,4.292.896,10.000.000,0,0,0,5.707.104,4.292.896,10.000.000,"R$ 19,57 M","- R$ 14,32 M","- R$ 8,69 M","- R$ 3,44 M","- R$ 14,44 M","R$ 5,13 M","- R$ 58,51 M","R$ 8,39 M",,,,,,,,,
CEDO4,CEDRO,CIA FIACAO TECIDOS CEDRO CACHOEIRA,ATIVO,FASE OPERACIONAL,Nível 1 de Governança Corporativa,Indústria têxtil,CEDO4,14/10/2024,PN,"R$ 22,36",1 Ação,"R$ 4,47 mil",ITR - 30/06/2024,Consumo Cíclico,Tecidos. Vestuário e Calçados,Fios e Tecidos,"IGC, ITAG","2,89","0,97","0,22","3,34","26,65","0,25","1,27","2,42","-0,39","3,20","2,82","0,56","8,43","67,25","0,63","R$ 221,55 M","R$ 564,18 M",30/06/2024,"R$ 22,36",14/10/2024,"0,00%","R$ 271,91 M","R$ 80,51 M","R$ 41,35 M","- R$ 5,62 M","R$ 46,97 M","R$ 17,61 M","R$ 1,76","R$ 13,99","R$ 31,42","-16,29%","47,30%","424,88%","128,07%","273,29%","55,00%","326,72%","43,69%","161,52%","21,17%","R$ 13,46 mil","23,87%","30,13%","36,17%","45,66%","51,22%","9,20%","31,34%","7,60%","17,33%","19,70%","1,21","3,85","2,85","1,71","R$ 2,58 M","R$ 890,87 M","R$ 132,83 M","R$ 212,38 M","R$ 345,21 M","R$ 342,64 M","R$ 231,46 M","R$ 23,15",5.707.104,4.292.896,10.000.000,0,0,0,5.707.104,4.292.896,10.000.000,"R$ 19,57 M","- R$ 14,32 M","- R$ 8,69 M","- R$ 3,44 M","- R$ 14,44 M","R$ 5,13 M","- R$ 58,51 M","R$ 8,39 M",,,,,,,,,
CEEB3,COELBA,CIA ELETRICIDADE EST. DA BAHIA - COELBA,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Serviço Público de Distribuição de Energia Elétrica,CEEB3,09/10/2024,ON,"R$ 38,70",1 Ação,"R$ 7,74 mil",ITR - 30/06/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,"5,88","1,51","0,66","3,46","3,46","0,35","2,67","-13,99","-0,44","6,24","5,03","1,54","8,07","8,07","0,81","R$ 10,18 B","R$ 23,67 B",30/06/2024,"R$ 38,70",09/10/2024,"7,29%","R$ 3,80 B","R$ 1,08 B","R$ 868,00 M","- R$ 235,00 M","R$ 1,10 B","R$ 345,00 M","R$ 1,32","R$ 33,77","R$ 40,97","4,27%","8,91%","15,16%","7,35%","72,54%","20,02%","56,48%","11,88%","64,50%","10,49%","R$ 111,90 mil","13,00%","13,27%","19,69%","20,10%","27,35%","6,50%","30,40%","11,25%","24,74%","30,70%","0,58","4,34","3,34","2,87","R$ 1,48 B","R$ 29,20 B","R$ 2,78 B","R$ 12,19 B","R$ 14,97 B","R$ 13,50 B","R$ 6,73 B","R$ 25,66",151.998.000,110.098.000,262.096.000,0,0,0,151.998.000,110.098.000,262.096.000,"R$ 793,00 M","- R$ 649,00 M","R$ 185,00 M","R$ 329,00 M","R$ 0,00","R$ 793,00 M","R$ 0,00","R$ 2,93 B",,,,,,,,,
CEEB5,COELBA,CIA ELETRICIDADE EST. DA BAHIA - COELBA,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Serviço Público de Distribuição de Energia Elétrica,CEEB5,02/10/2024,PNA,"R$ 39,00",1 Ação,"R$ 7,80 mil",ITR - 30/06/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,"5,93","1,52","0,67","3,49","3,49","0,35","2,69","-14,10","-0,44","6,24","5,03","1,54","8,07","8,07","0,81","R$ 10,18 B","R$ 23,67 B",30/06/2024,"R$ 39,00",02/10/2024,"17,35%","R$ 3,80 B","R$ 1,08 B","R$ 868,00 M","- R$ 235,00 M","R$ 1,10 B","R$ 345,00 M","R$ 1,32","R$ 33,80","R$ 39,00","8,91%","0,06%","0,83%","0,41%","51,17%","14,54%","64,81%","13,20%","81,87%","12,49%","R$ 2,57 mil","13,00%","13,27%","19,69%","20,10%","27,35%","6,50%","30,40%","11,25%","24,74%","30,70%","0,58","4,34","3,34","2,87","R$ 1,48 B","R$ 29,20 B","R$ 2,78 B","R$ 12,19 B","R$ 14,97 B","R$ 13,50 B","R$ 6,73 B","R$ 25,66",151.998.000,110.098.000,262.096.000,0,0,0,151.998.000,110.098.000,262.096.000,"R$ 793,00 M","- R$ 649,00 M","R$ 185,00 M","R$ 329,00 M","R$ 0,00","R$ 793,00 M","R$ 0,00","R$ 2,93 B",,,,,,,,,
CEEB6,COELBA,CIA ELETRICIDADE EST. DA BAHIA - COELBA,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Serviço Público de Distribuição de Energia Elétrica,CEEB6,NA,PNB,NA,NA,NA,ITR - 30/06/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEEB3,CEEB5,
CEED3,CEEE-D,CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,ATIVO,FASE OPERACIONAL,Tradicional - BOVESPA,Prestação de serviços de natureza pública ou privada. no setor de distribuição de energia elétrica.,CEED3,04/09/2024,ON,"R$ 13,99",1 Ação,"R$ 5,30 mil",ITR - 30/06/2024,Utilidade Pública,Energia Elétrica,Energia Elétrica,-,"-1,85","-0,27","0,20","-1,43","-1,43","0,12","4,86","38,05","-0,08","27,06","15,73","1,10","-7,97","-7,97","0,69","R$ 955,87 M","R$ 5,32 B",30/06/2024,"R$ 13,99",04/09/2024,"0,00%","R$ 1,16 B","R$ 163,08 M","- R$ 23,35 M","- R$ 35,40 M","R$ 12,05 M","- R$ 215,98 M","- R$ 3,16","R$ 11,22","R$ 30,00","-42,38%","-62,16%","-65,88%","-41,89%","-68,91%","-32,72%","-74,57%","-29,63%",-,-,"R$ 254,91","4,94%","111,44%","7,49%","168,85%","17,97%","-6,88%","20,48%","-10,71%","4,08%","7,02%","0,64","-2,19","-3,19","12,90","R$ 479,31 M","R$ 7,75 B","R$ 692,63 M","R$ 4,15 B","R$ 4,84 B","R$ 4,37 B","- R$ 3,54 B","- R$ 51,86",68.090.916,164.014,68.254.930,0,0,0,68.090.916,164.014,68.254.930,"- R$ 30,08 M","- R$ 238,72 M","R$ 235,77 M","- R$ 33,02 M","R$ 0,00","- R$ 30,08 M","R$ 0,00","- R$ 668,07 M",,,,,,,,,
